NO,Y2019-1,Y2019-2,Y2018-1,Y2018-2,Y2018-3,Y2017-1,Y2017-2,Y2017-3,Y2016-1,Y2016-2,Y2016-3,Y2015-1,Y2015-2,Y2015-3,Y2014-1,Y2014-2,Y2014-3,Y2013-1,Y2013-2,Y2013-3,Y2012-1,Y2012-2,Y2012-3,Y2011-1,Y2011-2,Y2011-3,Y2010-1,Y2010-2,Y2010-3
74,tt5719748,tt8435892,tt1213641,tt6406848,tt7853268,tt5001718,tt5208216,tt6270524,tt1711525,tt4228810,tt5321088,tt2938956,tt3529010,tt4441280,tt2911666,tt2777420,tt3546114,tt1980929,tt2273349,tt2836202,tt1855199,tt1980033,tt2349126,tt0479997,tt1700844,tt2036388,tt1226229,tt1493798,tt1783423
75,tt7734218,tt8439860,tt7137846,tt6409762,tt7853278,tt5462602,tt5209478,tt6270936,tt3410834,tt4229948,tt5321174,tt2679042,tt3529052,tt4441422,tt2170439,tt2778948,tt3547740,tt1621039,tt2273575,tt2836364,tt1615065,tt1980185,tt2349721,tt1650043,tt1701186,tt2036391,tt0892318,tt1493828,tt1783781
76,tt4504044,tt8442644,tt8108198,tt6411590,tt7853282,tt2239822,tt5212918,tt6272828,tt1860213,tt4230700,tt5321942,tt1355683,tt3529656,tt4442130,tt2528814,tt2781516,tt3547782,tt2334879,tt2274172,tt2837596,tt1991245,tt1980218,tt2350736,tt1464174,tt1701210,tt2036416,tt1586001,tt1494828,tt1784361
77,tt1478839,tt8443432,tt7424200,tt6411954,tt7853292,tt5816682,tt5213870,tt6273924,tt2241351,tt4231486,tt5323386,tt3850590,tt3530970,tt4442758,tt3713166,tt2782232,tt3547900,tt1939659,tt2274358,tt2839312,tt1783232,tt1980911,tt2350954,tt1616195,tt1701218,tt2038245,tt1135084,tt1496005,tt1784365
78,tt2139881,tt8444450,tt6466464,tt6412452,tt7854174,tt5580036,tt5218736,tt6275296,tt3531824,tt4238982,tt5323568,tt2752772,tt3531578,tt4443838,tt2168000,tt2782754,tt3548442,tt1979320,tt2274570,tt2839540,tt1582507,tt1980986,tt2351177,tt1430607,tt1701990,tt2040245,tt1440728,tt1496729,tt1784552
79,tt9024106,tt8453986,tt5690360,tt6413868,tt7856166,tt4587656,tt5219972,tt6277440,tt3882082,tt4240406,tt5323642,tt2309260,tt3532278,tt4444762,tt2377322,tt2784512,tt3549656,tt0790636,tt2275794,tt2841424,tt0401729,tt1981059,tt2354196,tt1486185,tt1702385,tt2040306,tt1542344,tt1496832,tt1784603
80,tt4648786,tt8456098,tt5052474,tt6414890,tt7856176,tt5442430,tt5220252,tt6278008,tt4975722,tt4242100,tt5323662,tt2446980,tt3532686,tt4445948,tt2262227,tt2785032,tt3550344,tt1322269,tt2275802,tt2843344,tt0938330,tt1981080,tt2354223,tt0480687,tt1702543,tt2040370,tt1212436,tt1496884,tt1785394
81,tt7390646,tt8458582,tt1072748,tt6415214,tt7858466,tt3717490,tt5222578,tt6278192,tt4257926,tt4247682,tt5324364,tt1655441,tt3534282,tt4446200,tt0787474,tt2785288,tt3550444,tt2404311,tt2276069,tt2844994,tt1648179,tt1981140,tt2354407,tt1600195,tt1703148,tt2040605,tt1038686,tt1497617,tt1786476
82,tt5125894,tt8458736,tt5619332,tt6415416,tt7858616,tt4481414,tt5222918,tt6278350,tt5325452,tt4250438,tt5324456,tt5266678,tt3541080,tt4446258,tt2557490,tt2787824,tt3550512,tt1706620,tt2276778,tt2846134,tt1462769,tt1982882,tt2354437,tt1563738,tt1703199,tt2041321,tt1391137,tt1497874,tt1786530
83,tt8266310,tt8469890,tt6663582,tt6417256,tt7862330,tt5847286,tt5224012,tt6280328,tt4682786,tt4253116,tt5324800,tt1781922,tt3542188,tt4446318,tt1020072,tt2787874,tt3550748,tt1762399,tt2277308,tt2846972,tt2592484,tt1984110,tt2354513,tt1583420,tt1703231,tt2041374,tt1403981,tt1498858,tt1786668
84,tt9354944,tt8471716,tt5734576,tt6418778,tt7862998,tt1961175,tt5225428,tt6280810,tt4687848,tt4254562,tt5325210,tt3585004,tt3544008,tt4446348,tt2239832,tt2788228,tt3552638,tt2193215,tt2277840,tt2846974,tt1371111,tt1984153,tt2355765,tt1068242,tt1703824,tt2041385,tt1123373,tt1499201,tt1787073
85,tt6736198,tt8483220,tt4218572,tt6418918,tt7863198,tt5362988,tt5226512,tt6281148,tt2381991,tt4255304,tt5325492,tt4263482,tt3544014,tt4447076,tt3210686,tt2788556,tt3552892,tt1210819,tt2278392,tt2846996,tt1212450,tt1984244,tt2355823,tt1798188,tt1703911,tt2041460,tt1273678,tt1499220,tt1787636
86,tt9034290,tt8484012,tt5691024,tt6421118,tt7866702,tt4209788,tt5226984,tt6281242,tt2702724,tt4261942,tt5326230,tt3722070,tt3544082,tt4448290,tt2582802,tt2788716,tt3553516,tt1321870,tt2278871,tt2847090,tt2101441,tt1986034,tt2356426,tt0472399,tt1704144,tt2042432,tt1477109,tt1499678,tt1787758
87,tt5941692,tt8484370,tt1620680,tt6423886,tt7867076,tt2226597,tt5228262,tt6281886,tt2005151,tt4262174,tt5326364,tt2918436,tt3544326,tt4448310,tt0435651,tt2789926,tt3554418,tt0882977,tt2279241,tt2847238,tt0383010,tt1986161,tt2356959,tt0970179,tt1704161,tt2042633,tt1458175,tt1500177,tt1787881
88,tt6803212,tt8484942,tt1413492,tt6424188,tt7870578,tt7787418,tt5228304,tt6284474,tt3717252,tt4262516,tt5327922,tt1666801,tt3545324,tt4448372,tt2170593,tt2790182,tt3554976,tt2357377,tt2279922,tt2848070,tt1195478,tt1986180,tt2357201,tt1189340,tt1704680,tt2043822,tt0455407,tt1500906,tt1788450
89,tt4807408,tt8485364,tt2296777,tt6426028,tt7871636,tt4799050,tt5238824,tt6286630,tt4914580,tt4262980,tt5328262,tt1638355,tt3545504,tt4450396,tt2626350,tt2790236,tt3555036,tt1456660,tt2280358,tt2848560,tt1764183,tt1986760,tt2357208,tt1093357,tt1705120,tt2043878,tt1126591,tt1502402,tt1789885
90,tt10214826,tt8485548,tt6850820,tt6428150,tt7874378,tt2039338,tt5239558,tt6286668,tt2823054,tt4265508,tt5328630,tt1178665,tt3546802,tt4450624,tt2011159,tt2791026,tt3556584,tt2388715,tt2280964,tt2848734,tt1764234,tt1986761,tt2357211,tt0993842,tt1705134,tt2043879,tt1392197,tt1502422,tt1792101
91,tt2789014,tt8485772,tt7334528,tt6433456,tt7875464,tt5719700,tt5240730,tt6286796,tt5215952,tt4268722,tt5328784,tt2726560,tt3547616,tt4450706,tt1430612,tt2792346,tt3557946,tt1966566,tt2281002,tt2848824,tt2448584,tt1986825,tt2357453,tt1630036,tt1705772,tt2043880,tt0985694,tt1502948,tt1792566
92,tt4707274,tt8490744,tt6802308,tt6433832,tt7877016,tt3486626,tt5241482,tt6288250,tt3691740,tt4269238,tt5328802,tt2058673,tt3547682,tt4453214,tt1065073,tt2792728,tt3558196,tt2234155,tt2281065,tt2848876,tt1935179,tt1986843,tt2357664,tt1306980,tt1706470,tt2043923,tt0889573,tt1503096,tt1793195
93,tt6269942,tt8499638,tt6063050,tt6438030,tt7878846,tt2763304,tt5242548,tt6288694,tt0475290,tt4269746,tt5332280,tt2097298,tt3548862,tt4453286,tt3316960,tt2793490,tt3558642,tt1538403,tt2281159,tt2849498,tt1817273,tt1986857,tt2357790,tt1640484,tt1706596,tt2043932,tt0842926,tt1503116,tt1793239
94,tt6511932,tt8510350,tt1285009,tt6438398,tt7880466,tt6217804,tt5242684,tt6289452,tt2671706,tt4271910,tt5332502,tt2402927,tt3549566,tt4453306,tt2305051,tt2796462,tt3560492,tt1462900,tt2281309,tt2851296,tt1659337,tt1986951,tt2358514,tt1787759,tt1707384,tt2043962,tt1213012,tt1503149,tt1794784
95,tt8134742,tt8510488,tt8820590,tt6444140,tt7881542,tt4287320,tt5244974,tt6289724,tt1540011,tt4273292,tt5332522,tt3530002,tt3549636,tt4454246,tt2870612,tt2797190,tt3560546,tt3121434,tt2282058,tt2851298,tt2125435,tt1986953,tt2358899,tt1596346,tt1707391,tt2043979,tt1188996,tt1503178,tt1794790
96,tt4971258,tt8511854,tt6306064,tt6445278,tt7881558,tt5636668,tt5247026,tt6289898,tt3628584,tt4273562,tt5333110,tt3488710,tt3550078,tt4455690,tt1826590,tt2798456,tt3560658,tt1711425,tt2282917,tt2852394,tt2083383,tt1989475,tt2358911,tt1657507,tt1707821,tt2044009,tt0815236,tt1503179,tt1794796
97,tt10298454,tt8515700,tt4799066,tt6446550,tt7881954,tt3521126,tt5247704,tt6290736,tt3640424,tt4276206,tt5333612,tt2279339,tt3550902,tt4456774,tt2883512,tt2799040,tt3560686,tt0765446,tt2286988,tt2852400,tt1381404,tt1989485,tt2358937,tt1152398,tt1708473,tt2044077,tt1231587,tt1503714,tt1796395
98,tt9176136,tt8522820,tt2328900,tt6450428,tt7882104,tt5439796,tt5247768,tt6293032,tt4862468,tt4277264,tt5335128,tt3369806,tt3551400,tt4456982,tt1872194,tt2800356,tt3560704,tt2053463,tt2286990,tt2852432,tt1488181,tt1989593,tt2359175,tt1853739,tt1708526,tt2044739,tt1321509,tt1503777,tt1796657
99,tt9077038,tt8526872,tt1137450,tt6450628,tt7883774,tt4030600,tt5247776,tt6293042,tt4383594,tt4280822,tt5335198,tt3623726,tt3554164,tt4457020,tt2870756,tt2800400,tt3560742,tt1650554,tt2287214,tt2852458,tt2106476,tt1989674,tt2359201,tt1815769,tt1708532,tt2044863,tt1629284,tt1504319,tt1797547
100,tt5220602,tt8530978,tt4669788,tt6450662,tt7885874,tt3401882,tt5249200,tt6293516,tt3387542,tt4281724,tt5335394,tt1083452,tt3555534,tt4458206,tt2339741,tt2801736,tt3561348,tt2364841,tt2287715,tt2852460,tt2097307,tt1989712,tt2359290,tt0491152,tt1708534,tt2044888,tt1287468,tt1504397,tt1799110
101,tt10431010,tt8535180,tt0859635,tt6451260,tt7886442,tt2334871,tt5252564,tt6293796,tt4731008,tt4283414,tt5335724,tt3700392,tt3557406,tt4458368,tt1800246,tt2802154,tt3561818,tt3148834,tt2288044,tt2853614,tt1592525,tt1990216,tt2359347,tt1265990,tt1710394,tt2047769,tt1226753,tt1506965,tt1800312
102,tt9799992,tt8535968,tt7388562,tt6452574,tt7886614,tt6101820,tt5253282,tt6294892,tt3231054,tt4286666,tt5336798,tt3170832,tt3557988,tt4459758,tt2183034,tt2803854,tt3562266,tt2609758,tt2289526,tt2853806,tt1602620,tt1990217,tt2359656,tt1488555,tt1710558,tt2048688,tt1385867,tt1507005,tt1801098
103,tt2386668,tt8538552,tt4560436,tt6456222,tt7886846,tt6003368,tt5254154,tt6295898,tt2582782,tt4287848,tt5336902,tt4115932,tt3559202,tt4459912,tt2281587,tt2805168,tt3563156,tt1572315,tt2289538,tt2854876,tt1876451,tt1990218,tt2359668,tt2141789,tt1710590,tt2048804,tt1028576,tt1507255,tt1801844
104,tt9082020,tt8549254,tt6266538,tt6461828,tt7888070,tt5715410,tt5254636,tt6296236,tt4649416,tt4291116,tt5337722,tt2057392,tt3559570,tt4460786,tt2872718,tt2805676,tt3565050,tt1333125,tt2290129,tt2854972,tt1673697,tt1990422,tt2360318,tt0478304,tt1710625,tt2048846,tt1440232,tt1507351,tt1802778
105,tt7759362,tt8550208,tt4761916,tt6463494,tt7890408,tt5592248,tt5257554,tt6296278,tt4824302,tt4291600,tt5337760,tt2199571,tt3560464,tt4463636,tt2752758,tt2806878,tt3565174,tt1213663,tt2290749,tt2855342,tt1656190,tt1990976,tt2360334,tt1637706,tt1710627,tt2050492,tt1103153,tt1509109,tt1802806
106,tt5884142,tt8550514,tt8097306,tt6465308,tt7891470,tt6908536,tt5258850,tt6298600,tt1594972,tt4291700,tt5337986,tt2436386,tt3561236,tt4463780,tt1742044,tt2808680,tt3565264,tt2229499,tt2291606,tt2855648,tt1790886,tt1991034,tt2360430,tt1772240,tt1711018,tt2050561,tt1126618,tt1509125,tt1804604
107,tt8009354,tt8553134,tt3385524,tt6465940,tt7892050,tt5851904,tt5258904,tt6299040,tt5503266,tt4300480,tt5338174,tt4643580,tt3562966,tt4464702,tt3455204,tt2808986,tt3565836,tt2387559,tt2291904,tt2856674,tt2328188,tt1991191,tt2361237,tt1449283,tt1711456,tt2050604,tt1569465,tt1509631,tt1805181
108,tt6423362,tt8553606,tt4103724,tt6466058,tt7893992,tt1666185,tt5259236,tt6300886,tt1389139,tt4302788,tt5338222,tt3801934,tt3564200,tt4466242,tt0365907,tt2814514,tt3567368,tt1798709,tt2292196,tt2857500,tt1920849,tt1992127,tt2361272,tt1133985,tt1711484,tt2050664,tt1726738,tt1509636,tt1805263
109,tt1604560,tt8561690,tt7153766,tt6468814,tt7895852,tt5109784,tt5259498,tt6301712,tt4136084,tt4303202,tt5338600,tt2554274,tt3564794,tt4466336,tt2172934,tt2815072,tt3569374,tt2332707,tt2292679,tt2857942,tt1866249,tt1992147,tt2362062,tt1067774,tt1711510,tt2051941,tt1686039,tt1509638,tt1805297
110,tt5954556,tt8562562,tt1999890,tt6469826,tt7895904,tt4695012,tt5259790,tt6302164,tt4824308,tt4303340,tt5338852,tt3168230,tt3566698,tt4466362,tt3011894,tt2815966,tt3569652,tt2357129,tt2293138,tt2860276,tt0975645,tt1992150,tt2363047,tt1832382,tt1711533,tt2053397,tt0427152,tt1509732,tt1805397
111,tt4558200,tt8563452,tt7014006,tt6472116,tt7897102,tt1458169,tt5265898,tt6303866,tt4172430,tt4305148,tt5340516,tt1674771,tt3566788,tt4466544,tt0470752,tt2820008,tt3569748,tt1517260,tt2293750,tt2860720,tt1840417,tt1992163,tt2363255,tt2116974,tt1712057,tt2055572,tt1525835,tt1509797,tt1806959
112,tt7903530,tt8567342,tt5580266,tt6473622,tt7897306,tt2378507,tt5266456,tt6304046,tt5653294,tt4316846,tt5340522,tt1964418,tt3568380,tt4466864,tt2978462,tt2822742,tt3569782,tt2387433,tt2294677,tt2861320,tt2243621,tt1992258,tt2363303,tt0822847,tt1712159,tt2055590,tt1405500,tt1509803,tt1807022
113,tt4008566,tt8569390,tt6499752,tt6474040,tt7897324,tt5776858,tt5268028,tt6304162,tt2652118,tt4321804,tt5340534,tt2503944,tt3573598,tt4466872,tt1371150,tt2823088,tt3569788,tt2042568,tt2294861,tt2861478,tt1613750,tt1995329,tt2363439,tt1268799,tt1712175,tt2055611,tt1462758,tt1509842,tt1808221
114,tt8368406,tt8585940,tt7125860,tt6479534,tt7897348,tt6907804,tt5271794,tt6305236,tt3068194,tt4323572,tt5340882,tt3715320,tt3575258,tt4466928,tt1972571,tt2824852,tt3569794,tt2312718,tt2294927,tt2861532,tt1710396,tt1995346,tt2364649,tt1615147,tt1712187,tt2055666,tt1139328,tt1510271,tt1808285
115,tt8623904,tt8589474,tt6421110,tt6481190,tt7897432,tt6113488,tt5275476,tt6306400,tt4667094,tt4326444,tt5341008,tt2967224,tt3576352,tt4466936,tt3235888,tt2825120,tt3569978,tt2034139,tt2294965,tt2861830,tt2261505,tt1996310,tt2364997,tt1402488,tt1712191,tt2055800,tt1216492,tt1510905,tt1808617
116,tt5606664,tt8591260,tt4073790,tt6483364,tt7897468,tt5322012,tt5276332,tt6313158,tt6054290,tt4327510,tt5341036,tt1754656,tt3577624,tt4466946,tt2828996,tt2825230,tt3570006,tt1727388,tt2295196,tt2865074,tt1258972,tt1996346,tt2365847,tt0477302,tt1712502,tt2056501,tt1182350,tt1510906,tt1810574
117,tt10521814,tt8594376,tt7026672,tt6485304,tt7897478,tt1691916,tt5280684,tt6313348,tt1619029,tt4328186,tt5341056,tt1741273,tt3579158,tt4467154,tt1126590,tt2825854,tt3570168,tt2390361,tt2295318,tt2865318,tt1931533,tt1998179,tt2365873,tt1633356,tt1712578,tt2056692,tt0493949,tt1510918,tt1810602
118,tt7025388,tt8594718,tt5670152,tt6485776,tt7900528,tt6916872,tt5283288,tt6313378,tt4981636,tt4328258,tt5341098,tt3072482,tt3579808,tt4467202,tt3399024,tt2825894,tt3571378,tt2334649,tt2295564,tt2865688,tt1568338,tt1998244,tt2365879,tt1540133,tt1714110,tt2057421,tt1414382,tt1510926,tt1810618
119,tt2274648,tt8595586,tt7690670,tt6485928,tt7901268,tt6389344,tt5286268,tt6314690,tt5286444,tt4331970,tt5341446,tt3948438,tt3581788,tt4467262,tt1121096,tt2827388,tt3572132,tt1821549,tt2295750,tt2865802,tt1649444,tt1998245,tt2366794,tt1622547,tt1714127,tt2057441,tt1270761,tt1511329,tt1810636
120,tt7248248,tt8599746,tt4701724,tt6488870,tt7901384,tt5649144,tt5286432,tt6314766,tt4513674,tt4335650,tt5343678,tt3766394,tt3582040,tt4467282,tt0903657,tt2828954,tt3573110,tt1731141,tt2296697,tt2866346,tt1862079,tt1998367,tt2367996,tt1562871,tt1714176,tt2057445,tt1120985,tt1511489,tt1810858
121,tt9900782,tt8600414,tt6697582,tt6490394,tt7901408,tt1758810,tt5288646,tt6315524,tt3799694,tt4352408,tt5344086,tt3322364,tt3583382,tt4469200,tt3564806,tt2831118,tt3573140,tt1171222,tt2296835,tt2866676,tt1486192,tt1998400,tt2368599,tt0409847,tt1714193,tt2057931,tt1399683,tt1512109,tt1813179
122,tt1881109,tt8613070,tt7394636,tt6493292,tt7901572,tt5294550,tt5289170,tt6315750,tt3495026,tt4353996,tt5345298,tt3569230,tt3583538,tt4470172,tt1921064,tt2831404,tt3573196,tt2460488,tt2297063,tt2866778,tt1714203,tt1998402,tt2368749,tt1525836,tt1714208,tt2058024,tt1431181,tt1512274,tt1813225
123,tt4975920,tt8613876,tt4530422,tt6494344,tt7901610,tt3127022,tt5291976,tt6315790,tt1860357,tt4356104,tt5346228,tt4056738,tt3584354,tt4470266,tt2235779,tt2831568,tt3575136,tt1931435,tt2298224,tt2867096,tt1765729,tt1999995,tt2368768,tt1723811,tt1714210,tt2058676,tt1433108,tt1512685,tt1813519
124,tt6032328,tt8615732,tt2798920,tt6494418,tt7901798,tt1730768,tt5293604,tt6315872,tt2404233,tt4357714,tt5346890,tt3614922,tt3588082,tt4471280,tt2402157,tt2832470,tt3576044,tt1904996,tt2298274,tt2869736,tt2040560,tt2002789,tt2368920,tt1767382,tt1714617,tt2060509,tt1436045,tt1512888,tt1813757
125,tt6214468,tt8620646,tt5622412,tt6495094,tt7901824,tt3462710,tt5296086,tt6316138,tt4302938,tt4357764,tt5347148,tt3850214,tt3589016,tt4471428,tt3007512,tt2833074,tt3576084,tt2132285,tt2298384,tt2869762,tt1748227,tt2004405,tt2369023,tt1438176,tt1714850,tt2060525,tt1532503,tt1512893,tt1814642
126,tt3282076,tt8621438,tt5610554,tt6495388,tt7901882,tt2114504,tt5301544,tt6317072,tt1878870,tt4358344,tt5347472,tt3138782,tt3591436,tt4471488,tt2247476,tt2833598,tt3576842,tt2350496,tt2298416,tt2869768,tt1990314,tt2005153,tt2369025,tt1625346,tt1715322,tt2061650,tt1587729,tt1513755,tt1814644
127,tt9134216,tt8631174,tt4595882,tt6499694,tt7902704,tt5270948,tt5303106,tt6317962,tt4196450,tt4361376,tt5348774,tt4528386,tt3591836,tt4471622,tt3005242,tt2835494,tt3577190,tt2209418,tt2298738,tt2869794,tt2359137,tt2005156,tt2369127,tt0770703,tt1715352,tt2061702,tt1510274,tt1513760,tt1814819
128,tt4463894,tt8637428,tt6588966,tt6502956,tt7906422,tt5537228,tt5303632,tt6318202,tt4429194,tt4362646,tt5348966,tt4315956,tt3591946,tt4471636,tt2318092,tt2835536,tt3577686,tt3214392,tt2299206,tt2871116,tt1728245,tt2005164,tt2369179,tt1506999,tt1715356,tt2061869,tt1322312,tt1513835,tt1814830
129,tt6643972,tt8637440,tt6820256,tt6504538,tt7909444,tt5804314,tt5304874,tt6318556,tt4191580,tt4365060,tt5349428,tt3787590,tt3591988,tt4472020,tt2039393,tt2836252,tt3579082,tt2403021,tt2299471,tt2871482,tt1702425,tt2005255,tt2369305,tt1366344,tt1715362,tt2062580,tt1467388,tt1513892,tt1815687
130,tt7424930,tt8638640,tt9037222,tt6504868,tt7910444,tt4663548,tt5305950,tt6318848,tt3606888,tt4365370,tt5350358,tt4080672,tt3592172,tt4473370,tt2784678,tt2836260,tt3579524,tt1487931,tt2299531,tt2872256,tt1694020,tt2006040,tt2369333,tt2097245,tt1715827,tt2062596,tt1668191,tt1514048,tt1815775
131,tt2365580,tt8639740,tt6512428,tt6506276,tt7912470,tt4726988,tt5307194,tt6320684,tt4550098,tt4365518,tt5350584,tt1617661,tt3592176,tt4475176,tt1647668,tt2836370,tt3579644,tt1758595,tt2300488,tt2872810,tt2156825,tt2006051,tt2369497,tt1527186,tt1715873,tt2062603,tt1272018,tt1515207,tt1815837
132,tt6476140,tt8647400,tt7008872,tt6509058,tt7913172,tt4729560,tt5308364,tt6322902,tt6033150,tt4368038,tt5351044,tt3802576,tt3593626,tt4475992,tt2883434,tt2836434,tt3579698,tt3347976,tt2301059,tt2873214,tt1838722,tt2006721,tt2369702,tt1899353,tt1715881,tt2062714,tt0979434,tt1516002,tt1815871
133,tt3340446,tt8649186,tt7581572,tt6509330,tt7913934,tt2072233,tt5309844,tt6323858,tt3014866,tt4368098,tt5352802,tt4270516,tt3593666,tt4476736,tt2205401,tt2837194,tt3579990,tt2645104,tt2301147,tt2875926,tt1839492,tt2006791,tt2370034,tt0978764,tt1716747,tt2063782,tt1230385,tt1516009,tt1817236
134,tt3361792,tt8652728,tt7738450,tt6514196,tt7915554,tt6817202,tt5310412,tt6323870,tt1878841,tt4370784,tt5352898,tt3469244,tt3594268,tt4477106,tt0862748,tt2837296,tt3581478,tt1602613,tt2301155,tt2876102,tt2077851,tt2006801,tt2370096,tt1667150,tt1716753,tt2063796,tt1305583,tt1516593,tt1820446
135,tt1946502,tt8655470,tt7339792,tt6515458,tt7917484,tt7219324,tt5311972,tt6326184,tt1608290,tt4372390,tt5352908,tt4230876,tt3594826,tt4480568,tt1791682,tt2841572,tt3582042,tt2404181,tt2302583,tt2876358,tt1588886,tt2006802,tt2370378,tt1742650,tt1716759,tt2063842,tt1421051,tt1516598,tt1820526
136,tt8400758,tt8655574,tt5979872,tt6516314,tt7919372,tt6912580,tt5313906,tt6327400,tt5572720,tt4373956,tt5354160,tt1524575,tt3595298,tt4480648,tt4156700,tt2844798,tt3582088,tt1814621,tt2302601,tt2877104,tt1869425,tt2006810,tt2370792,tt1705064,tt1716760,tt2064728,tt1535492,tt1517076,tt1820667
137,tt5968394,tt8655738,tt8866064,tt6518270,tt7919680,tt6106526,tt5313922,tt6328182,tt1082807,tt4375268,tt5354262,tt2140379,tt3596952,tt4481742,tt2799166,tt2845578,tt3587202,tt1661382,tt2302969,tt2877108,tt1996264,tt2006846,tt2371411,tt1666169,tt1716765,tt2065015,tt1555064,tt1517160,tt1820707
138,tt4060544,tt8659948,tt6793280,tt6520954,tt7923374,tt6108178,tt5314118,tt6329870,tt6070530,tt4377942,tt5354386,tt2080374,tt3597448,tt4482858,tt3469440,tt2846008,tt3588544,tt2017038,tt2303110,tt2878406,tt1766044,tt2006894,tt2371486,tt1334512,tt1716772,tt2065924,tt1371155,tt1517177,tt1820720
139,tt0385887,tt8660422,tt6469548,tt6522668,tt7925066,tt6265828,tt5318534,tt6330052,tt2547584,tt4378066,tt5354458,tt3605418,tt3597510,tt4483074,tt1972779,tt2846292,tt3588938,tt1714206,tt2303112,tt2879028,tt1971352,tt2008486,tt2371824,tt1730133,tt1717152,tt2066040,tt0480255,tt1517214,tt1821313
140,tt5932728,tt8660788,tt8320378,tt6523720,tt7925800,tt0493405,tt5319656,tt6330246,tt4139124,tt4379536,tt5354664,tt4084744,tt3598648,tt4483100,tt2465140,tt2846372,tt3589172,tt2058107,tt2304426,tt2879770,tt1298649,tt2008562,tt2372217,tt1541995,tt1717158,tt2069715,tt1438254,tt1517220,tt1821373
141,tt3038708,tt8663446,tt8769528,tt6524704,tt7926840,tt6471684,tt5322136,tt6333070,tt4572514,tt4379728,tt5356300,tt4260766,tt3602106,tt4483192,tt2321549,tt2848252,tt3589450,tt2640474,tt2306633,tt2880148,tt2329674,tt2009402,tt2372584,tt1704573,tt1717724,tt2069723,tt1228987,tt1517248,tt1822266
142,tt5822564,tt8664050,tt6423998,tt6527426,tt7930006,tt6138706,tt5323640,tt6333086,tt4871980,tt4379800,tt5357114,tt4183692,tt3602128,tt4483220,tt1224378,tt2850304,tt3590482,tt1924429,tt2307002,tt2881034,tt2231554,tt2010976,tt2374002,tt1533749,tt1718199,tt2069882,tt1340107,tt1517474,tt1825731
143,tt6811018,tt8667334,tt6628394,tt6527586,tt7933282,tt6574272,tt5323760,tt6333200,tt4258698,tt4381236,tt5357556,tt2973854,tt3602144,tt4484426,tt3125324,tt2851314,tt3590648,tt1634003,tt2308673,tt2881698,tt1975205,tt2011130,tt2374965,tt1720182,tt1718714,tt2069935,tt1470827,tt1517506,tt1825735
144,tt6218010,tt8669356,tt4631048,tt6531196,tt7933564,tt5614612,tt5325604,tt6334874,tt4387040,tt4382824,tt5358570,tt0787524,tt3603808,tt4485178,tt2465146,tt2853182,tt3591984,tt1450321,tt2309021,tt2882328,tt1731697,tt2011223,tt2375093,tt1758692,tt1718755,tt2069984,tt1584131,tt1517621,tt1825833
145,tt3864056,tt8681422,tt2482856,tt6532192,tt7935892,tt5319866,tt5326138,tt6334884,tt5207204,tt4383288,tt5358714,tt4501454,tt3605262,tt4487766,tt1418377,tt2854692,tt3592030,tt2368672,tt2309224,tt2882590,tt1211890,tt2011300,tt2375379,tt1742336,tt1718807,tt2070649,tt1336617,tt1517633,tt1825955
146,tt5033998,tt8688634,tt7099566,tt6532374,tt7935980,tt7048622,tt5326520,tt6335734,tt2461150,tt4384088,tt5358948,tt4669954,tt3605276,tt4489160,tt1600196,tt2854894,tt3593120,tt1549920,tt2309600,tt2882850,tt2379418,tt2011351,tt2375454,tt1720616,tt1718835,tt2070701,tt1437366,tt1517805,tt1826714
147,tt6628322,tt8690486,tt8173728,tt6533240,tt7938092,tt1966359,tt5328350,tt6336270,tt3367294,tt4392770,tt5363648,tt3077214,tt3607252,tt4489416,tt4003046,tt2857458,tt3594042,tt2692904,tt2309941,tt2884186,tt2063781,tt2011953,tt2375505,tt1365048,tt1718998,tt2070831,tt1544600,tt1519245,tt1827372
148,tt6924650,tt8694228,tt5475734,tt6536668,tt7938128,tt6346162,tt5328952,tt6336356,tt3416532,tt4394104,tt5363736,tt4285496,tt3608646,tt4490654,tt2908856,tt2859246,tt3594160,tt1351685,tt2309961,tt2885364,tt2188965,tt2011961,tt2375791,tt1784499,tt1719583,tt2071405,tt0977855,tt1519396,tt1829658
149,tt6348138,tt8695030,tt7054868,tt6540984,tt7938336,tt7623230,tt5331532,tt6338476,tt4669986,tt4396662,tt5369484,tt4649814,tt3609458,tt4490824,tt3014666,tt2865558,tt3594796,tt1967545,tt2310003,tt2887322,tt2197905,tt2012645,tt2377396,tt1604171,tt1719634,tt2071418,tt1479668,tt1519640,tt1830890
150,tt1950186,tt8706884,tt8322828,tt6542108,tt7938400,tt4494382,tt5335314,tt6339230,tt4573516,tt4399590,tt5370488,tt4901756,tt3610576,tt4491640,tt3416742,tt2865618,tt3594812,tt2649128,tt2311182,tt2887426,tt1918727,tt2013299,tt2378000,tt1791679,tt1720114,tt2071601,tt1587263,tt1520453,tt1832471
151,tt0085953,tt8706988,tt7529350,tt6543652,tt7938444,tt4126568,tt5335682,tt6340112,tt4120176,tt4400086,tt5371266,tt2884018,tt3611002,tt4498162,tt2223990,tt2866824,tt3595748,tt1758795,tt2311348,tt2889050,tt2182019,tt2014202,tt2378057,tt1772250,tt1720164,tt2071628,tt1460743,tt1520888,tt1832533
